Headword,FullFormDisplay,FullFormNormalized,PartOfSpeech,NotesForeign,Meanings,NumberOfMeanings,NotesNative,MnemonicHint,PronunciationText,AudioUrl,ReferenceBook,ReferenceSection,Exercise1Front,Exercise1Back,Exercise2Front,Exercise2Back,Exercise3Front,Exercise3Back,Tags
quinque,quinque,quinque,,indekl.,fünf,1,,,,,Campus C,12,,,,,,,
quintus,"quintus, a, um","quintus, a, um",Adjektiv,,"der (die, das) fünfte",2,,,,,Campus C,27,,,,,,,
quis,quis?,quis?,Pronomen,,wer?,1,,,,,Campus C,3,,,,,,,Top500
quis?,quis?,quis?,,,wer?,1,,,,,Campus C,3,,,,,,,Top500
quo,quō,quo,Adverb,,"wo, wohin",2,,,,,Campus C,37,,,,,,,Top500
quo?,quō?,quo?,,,"wo?, wohin?",2,,,,,Campus C,37,,,,,,,Top500
quod,quod,quod,Subjunktion,Subj.,weil; dass,2,,,,,Campus C,19,,,,,,,Top500
quoniam,quoniam,quoniam,Subjunktion,Subj. m. Ind.,"da ja, da nun",2,,,,,Campus C,69,,,,,,,Top500
quoque,quoque,quoque,,nachgestellt,auch,1,,,,,Campus C,45,,,,,,,Top500
quot?,quot?,quot?,,,wie viel(e)?,1,,,,,Campus C,49,,,,,,,
rapere,"rapere, rapiō, rapuī, raptum","rapere, rapio, rapui, raptum",Verb,,"wegführen, rauben, wegreißen",3,,,,,Campus C,49,,,,,,,
recens,"recēns, recentis","recens, recentis",,,"frisch, neu",2,,,,,Campus C,70,,,,,,,
recitare,"recitāre, recitō, recitāvī, recitātum","recitare, recito, recitavi, recitatum",Verb,,"vortragen, vorlesen",2,,,,,Campus C,63,,,,,,,
recte,rēctē,recte,Adverb,Adv.,"richtig, zu Recht",2,,,,,Campus C,4,,,,,,,Top500
redire,"redīre, redeō, rediī, reditum","redire, redeo, redii, reditum",Verb,,"zurückgehen, zurückkehren",2,,,,,Campus C,37,,,,,,,Top500
reducere,"redūcere, redūcō, redūxī, reductum","reducere, reduco, reduxi, reductum",Verb,,"zurückführen, zurückziehen",2,,,,,Campus C,57,,,,,,,
referre,"referre, referō, rettulī, relātum","referre, refero, rettuli, relatum",,,"(zurück)bringen, berichten",2,,,,,Campus C,70,,,,,,,Top500
regere,"regere, regō, rēxī, rēctum","regere, rego, rexi, rectum",Verb,,"beherrschen, leiten, lenken",3,,,,,Campus C,58,,,,,,,
regio,"regiō, regiōnis","regio, regionis",Nomen,f,"das Gebiet, die Gegend, die Richtung",3,,Region,,,Campus C,23,,,,,,,Top500
regio diffcilis,regiō diffcilis,regio diffcilis,,,ein schwer zu passierendes Gebiet,1,,,,,Campus C,68,,,,,,,
religio,"religiō, religiōnis","religio, religionis",Nomen,f,"der Glaube, der Aberglaube, die (Gottes-) Verehrung, die Frömmigkeit, die Gewissenhaftigkeit",5,,,,,Campus C,61,,,,,,,Top500
relinquere,"relinquere, relinquō, relīquī, relictum","relinquere, relinquo, reliqui, relictum",Verb,,"verlassen, zurücklassen",2,,,,,Campus C,16;27;50,,,,,,,Top500
reliquiae,"reliquiae, reliquiārum","reliquiae, reliquiarum",Nomen,f Plural,"das Überbleibsel, der Überrest, die Ruine",3,,,,,Campus C,26,,,,,,,
remanere,"remanēre, remaneō, remānsī","remanere, remaneo, remansi",Verb,,(zurück)bleiben,1,,,,,Campus C,46,,,,,,,
repellere,"repellere, repellō, reppulī","repellere, repello, reppuli",Verb,,"zurückstoßen, abweisen, vertreiben",3,,,,,Campus C,32,,,,,,,
reprehendere,"reprehendere, reprehendō, reprehendī, reprehēnsum","reprehendere, reprehendo, reprehendi, reprehensum",Verb,,"schimpfen, kritisieren",2,,,,,Campus C,48,,,,,,,
res,"rēs, reī","res, rei",Nomen,f,"die Angelegenheit, das Ding, die Sache",3,,,,,Campus C,41,,,,,,,Top500
res adversae,"rēs adversae, rērum adversārum","res adversae, rerum adversarum",Nomen,f Plural,das Unglück,1,,,,,Campus C,53,,,,,,,
res futurae,"rēs futūrae, rērum futurārum","res futurae, rerum futurarum",Nomen,f Plural,die Zukunft,1,,,,,Campus C,53,,,,,,,
res publica,"rēs pūblica, reī pūblicae","res publica, rei publicae",Nomen,f,der Staat,1,,,,,Campus C,41,,,,,,,Top500
resistere,"resistere, resistō, restitī","resistere, resisto, restiti",Verb,,stehenbleiben; Widerstand leisten,2,,,,,Campus C,36,,,,,,,
respicere,"respicere, respiciō, respexī, respectum","respicere, respicio, respexi, respectum",Verb,,"zurückblicken, berücksichtigen",2,,,,,Campus C,57,,,,,,,
respondere,"respondēre, respondeō, respondī, respōnsum","respondere, respondeo, respondi, responsum",Verb,,antworten,1,,,,,Campus C,3;34;59,,,,,,,Top500
restituere,"restituere, restituō, restituī, restitūtum","restituere, restituo, restitui, restitutum",Verb,,wiederherstellen,1,,,,,Campus C,61,,,,,,,
retinere,"retinēre, retineō, retinuī, retentum","retinere, retineo, retinui, retentum",Verb,,"zurückhalten, festhalten, behalten",3,,,,,Campus C,55,,,,,,,
rex,"rēx, rēgis","rex, regis",Nomen,m,der König,1,,,,,Campus C,27,,,,,,,Top500
ridere,"rīdēre, rīdeō, rīsī, rīsum","ridere, rideo, risi, risum",Verb,,"lachen, auslachen",2,,,,,Campus C,2;34;48,,,,,,,
rogare,"rogāre, rogō, rogāvī, rogātum","rogare, rogo, rogavi, rogatum",Verb,,"fragen, bitten",2,,,,,Campus C,8,,,,,,,Top500
Roma,"Rōma, Rōmae","Roma, Romae",Nomen,f,Rom,1,,,,,Campus C,7,,,,,,,
Romanus,"Rōmānus, a, um","Romanus, a, um",Adjektiv,,"römisch; Subst. der Römer, der Einwohner Roms",3,,,,,Campus C,9;14,,,,,,,
Romanus (Adj.),"Rōmānus, a, um","Romanus, a, um",Adjektiv,,römisch,1,,,,,Campus C,9;14,,,,,,,
Romanus (Subst.),"Rōmānus, Rōmānī","Romanus, Romani",Nomen,,"der Römer, der Einwohner Roms",2,,,,,Campus C,9,,,,,,,
Romulus / Remus,Rōmulus / Remus,Romulus / Remus,Nomen,,Romulus / Remus,1,Zwillingsbrüder und sagenhafte Gründer Roms,,,,Campus C,32,,,,,,,
Rubico,"Rubico, onis","Rubico, onis",Nomen,m,Rubikon (Grenzfluss zwischen der Provinz Gallien und dem röm. Staatsgebiet; 49 v. Chr. überschritt Cäsar diese Grenze und löste damit den Bürgerkrieg aus.),2,,,,,Campus C,52,,,,,,,
ruere,"ruere, ruō, ruī","ruere, ruo, rui",Verb,,"stürzen, eilen, stürmen",3,,,,,Campus C,38,,,,,,,
rus,"rūs, rūris","rus, ruris",Nomen,n,"das Feld, das Land (im Gegensatz zu Stadt), das Landgut",3,,,,,Campus C,64,,,,,,,
sacer,"sacer, sacra, sacrum","sacer, sacra, sacrum",,m. Genitiv,"heilig, geweiht (jdm.)",2,,,,,Campus C,42,,,,,,,
sacerdos,"sacerdōs, sacerdōtis","sacerdos, sacerdotis",Nomen,m/f,der/die Priester(in),1,,,,,Campus C,50,,,,,,,
sacrum,"sacrum, sacrī","sacrum, sacri",Nomen,n,"das Opfer, das Heiligtum",2,,,,,Campus C,17,,,,,,,
sacrum facere,sacrum facere,sacrum facere,,,"ein Opfer bringen, opfern",2,,,,,Campus C,17,,,,,,,
saeculum,"saeculum, saeculī","saeculum, saeculi",Nomen,n,"das Jahrhundert, das Menschenalter, die Zeit, das Zeitalter",4,,,,,Campus C,66,,,,,,,
saepe,saepe,saepe,Adverb,Adv.,oft,1,,,,,Campus C,4,,,,,,,Top500
saevus,"saevus, a, um","saevus, a, um",Adjektiv,,"schrecklich, wild, wütend",3,,,,,Campus C,38,,,,,,,
salus,"salūs, salūtis","salus, salutis",Nomen,f,"die Gesundheit, die Rettung, der Gruß, das Glück",4,,,,,Campus C,25,,,,,,,Top500
salutare,"salūtāre, salūtō","salutare, saluto",Verb,,(be)grüßen,1,,,,,Campus C,20,,,,,,,
salve! salvete!,salvē! salvēte!,salve! salvete!,,,"sei(d) gegrüßt!, grüß dich / euch!",2,,,,,Campus C,20,,,,,,,
sanctus,"sānctus, a, um","sanctus, a, um",Adjektiv,,"ehrwürdig, heilig",2,,,,,Campus C,50,,,,,,,
sanguis,"sanguis, sanguinis","sanguis, sanguinis",Nomen,m,das Blut,1,,,,,Campus C,50,,,,,,,Top500
sapiens,"sapiēns, sapientis","sapiens, sapientis",,,"klug, weise",2,,,,,Campus C,38,,,,,,,
Saturnus,"Sāturnus, Sāturnī","Saturnus, Saturni",Nomen,,Saturn,1,"Röm. Gott der Fruchtbarkeit, besonders des Ackerbaus. In seinem Tempel auf dem Forum Romanum war das aerārium, in dem die Staatskasse, das Staatsarchiv und die Feldzeichen der röm. Legionen aufbewahrt wurden.",,,,Campus C,11,,,,,,,
saxum,"saxum, saxī","saxum, saxi",Nomen,n,"der Fels, der Stein",2,,,,,Campus C,58,,,,,,,
sceleratus,"scelerātus, a, um","sceleratus, a, um",Adjektiv,,"verbrecherisch, schändlich; Subst. der Verbrecher",3,,,,,Campus C,5,,,,,,,
sceleratus (Subst.),"scelerātus, scelerātī","sceleratus, scelerati",Nomen,,der Verbrecher,1,,,,,Campus C,5,,,,,,,
scelus,"scelus, sceleris","scelus, sceleris",Nomen,n,das Verbrechen; der Schurke,2,,,,,Campus C,49,,,,,,,Top500
scire,"scīre, sciō, scīvī, scītum","scire, scio, scivi, scitum",Verb,,"wissen, kennen, verstehen",3,,,,,Campus C,10,,,,,,,Top500
scribere,"scrībere, scrībō, scrīpsī, scrīptum","scribere, scribo, scripsi, scriptum",Verb,,"schreiben, beschreiben",2,,,,,Campus C,16;34,,,,,,,Top500
se,sē,se,Pronomen,Akk. / Abl.,sich,1,,,,,Campus C,19,,,,,,,
secum,sēcum,secum,Pronomen,,"mit sich, bei sich",2,,"mecum, tecum",,,Campus C,30,,,,,,,Top500
secundus,"secundus, a, um","secundus, a, um",Adjektiv,,"der (die, das) zweite; günstig",3,,,,,Campus C,27,,,,,,,
sed,sed,sed,Subjunktion,,"aber, sondern",2,,,,,Campus C,3,,,,,,,Top500
sedere,"sedēre, sedeō, sēdī, sessum","sedere, sedeo, sedi, sessum",Verb,,sitzen,1,,,,,Campus C,3,,,,,,,
semper,semper,semper,Adverb,Adv.,immer,1,,,,,Campus C,4,,,,,,,Top500
senator,"senātor, senātōris","senator, senatoris",Nomen,m,der Senator,1,,,,,Campus C,18,,,,,,,
senatus,"senātus, senātūs","senatus, senatus",Nomen,m,"der Senat, die Senatsversammlung",2,,,,,Campus C,52,,,,,,,Top500
senex,"senex, senis","senex, senis",Nomen,m,"der Greis, der alte Mann",2,,,,,Campus C,41,,,,,,,Top500
sententia,"sententia, sententiae","sententia, sententiae",Nomen,f,"die Meinung, der Satz, der Sinn, der Antrag (im Senat)",4,,,,,Campus C,48,,,,,,,Top500
sentire,"sentīre, sentiō, sēnsī, sēnsum","sentire, sentio, sensi, sensum",Verb,,"fühlen, meinen, wahrnehmen",3,,sensibel,,,Campus C,29,,,,,,,Top500
septem,septem,septem,,indekl.,sieben,1,,,,,Campus C,12,,,,,,,
serva,"serva, servae","serva, servae",Nomen,,"die Sklavin, die Dienerin",2,,,,,Campus C,1,,,,,,,
servare,"servāre, servō, servāvī, servātum","servare, servo, servavi, servatum",Verb,,"bewahren, retten; beobachten",3,,"konservieren, observieren, servus",,,Campus C,15,,,,,,,Top500
servire,"servīre, serviō","servire, servio",Verb,,"dienen, Sklave sein",2,,,,,Campus C,47,,,,,,,
servitus,"servitūs, servitūtis","servitus, servitutis",Nomen,f,die Sklaverei,1,,,,,Campus C,20,,,,,,,
servus,"servus, servī","servus, servi",Nomen,m,"der Sklave, der Diener",2,,,,,Campus C,1,,,,,,,Top500
sex,sex,sex,,indekl.,sechs,1,,,,,Campus C,12,,,,,,,
si,sī,si,Subjunktion,Subj.,"wenn, falls",2,,,,,Campus C,19,,,,,,,Top500
sibi,sibi,sibi,Pronomen,Dativ,(für) sich,1,,,,,Campus C,30,,,,,,,
sic,sīc,sic,Adverb,Adv.,so,1,,,,,Campus C,4,,,,,,,Top500
Sicilia,"Sicilia, Siciliae","Sicilia, Siciliae",Nomen,,Sizilien,1,"Insel im Mittelmeer an der „Stiefelspitze“ Italiens, wurde 241 v. Chr. erste röm. Provinz.",,,,Campus C,10,,,,,,,
signum,"sīgnum, sīgnī","signum, signi",Nomen,n,"das Merkmal, das Zeichen; die Statue",3,,Signal,,,Campus C,32,,,,,,,Top500
silentium,"silentium, silentiī","silentium, silentii",Nomen,,das Schweigen,1,,,,,Campus C,42,,,,,,,
silva,"silva, silvae","silva, silvae",Nomen,f,der Wald,1,,,,,Campus C,1,,,,,,,Top500
simul,simul,simul,Adverb,Adv.,"gleichzeitig, zugleich",2,,,,,Campus C,57,,,,,,,Top500
sine,sine (m. Abl.),sine (m. Abl.),Präposition,Präp. m. Abl.,ohne,1,,,,,Campus C,12,,,,,,,Top500
sinere,"sinere, sinō, sīvī","sinere, sino, sivi",Verb,,"(zu)lassen, erlauben",2,,,,,Campus C,62,,,,,,,
singulus,"singulus, a, um","singulus, a, um",Adjektiv,,"je ein, jeder einzelne",2,,,,,Campus C,45,,,,,,,
Sisyphus,"Sīsyphus, Sīsyphī","Sisyphus, Sisyphi",Nomen,m,Sisyphus (Gründer und König von Korinth. Wegen seiner Freveltaten muss er im Tartarus auf ewig büßen.),1,,,,,Campus C,58,,,,,,,
socius,"socius, sociī","socius, socii",Nomen,m,"der Gefährte, Verbündeter",2,,,,,Campus C,47,,,,,,,Top500
sol,"sōl, sōlis","sol, solis",Nomen,m,die Sonne,1,,,,,Campus C,23,,,,,,,Top500
Sol,"Sōl, Sōlis","Sol, Solis",Nomen,m,"Sol (der Sonnengott, die Sonne)",2,,,,,Campus C,46,,,,,,,
solum,sōlum,solum,Adverb,Adv.,nur,1,,,,,Campus C,21,,,,,,,Top500
solvere,"solvere, solvō, solvī, solūtum","solvere, solvo, solvi, solutum",Verb,,"lösen, auflösen; bezahlen",3,,,,,Campus C,55,,,,,,,Top500
somnus,"somnus, somnī","somnus, somni",Nomen,m,der Schlaf,1,,,,,Campus C,55,,,,,,,
sonus,"sonus, sonī","sonus, soni",Nomen,,"der Ton, der Klang, das Geräusch",3,,,,,Campus C,5,,,,,,,
soror,"soror, sorōris","soror, sororis",Nomen,f,die Schwester,1,,,,,Campus C,19,,,,,,,
sors,"sors, sortis","sors, sortis",Nomen,f (Genitiv Plural -ium),"das Los, der Orakelspruch, das Schicksal",3,,,,,Campus C,63,,,,,,,
species,"speciēs, speciēī","species, speciei",Nomen,f,"der Anblick, das Aussehen, der Schein",3,,,,,Campus C,46,,,,,,,
spectare,"spectāre, spectō","spectare, specto",Verb,,"betrachten, anschauen, hinsehen",3,,,,,Campus C,9,,,,,,,
sperare,"spērāre, spērō","sperare, spero",Verb,,"erwarten, hoffen",2,,,,,Campus C,31,,,,,,,
spes,"spēs, speī","spes, spei",Nomen,f,"die Erwartung, die Hoffnung",2,,,,,Campus C,41,,,,,,,Top500
Sphinx,"Sphinx, Sphingis","Sphinx, Sphingis",Nomen,f,die Sphinx (Fabelwesen der griech.-ägypt. Mythologie. Die Sphinx war ein Ungeheuer mit dem Rumpf eines geflügelten Löwen und dem Oberkörper und Kopf einer jungen Frau.),1,,,,,Campus C,60,,,,,,,
sponte mea (tua,"sponte meā (tuā, suā)","sponte mea (tua, sua)",,,"freiwillig, von selbst",2,,,,,Campus C,67,,,,,,,
stare,"stāre, stō, stetī","stare, sto, steti",Verb,,stehen,1,,,,,Campus C,16;28,,,,,,,Top500
statim,statim,statim,Adverb,Adv.,sofort,1,,,,,Campus C,5,,,,,,,
statua,"statua, statuae","statua, statuae",Nomen,f,die Statue,1,,,,,Campus C,11,,,,,,,
statuere,"statuere, statuō, statuī, statūtum","statuere, statuo, statui, statutum",Verb,,"aufstellen, beschließen, festsetzen",3,,,,,Campus C,47,,,,,,,Top500
studere,"studēre, studeō, studuī","studere, studeo, studui",Verb,,"sich bemühen, studieren",2,,,,,Campus C,4,,,,,,,
studium,"studium, studiī","studium, studii",Nomen,,"die Beschäftigung, das Engagement, das Interesse",3,,,,,Campus C,11,,,,,,,Top500
stultus,"stultus, a, um","stultus, a, um",Adjektiv,,dumm,1,,,,,Campus C,14,,,,,,,
sub,sub (m. Abl.),sub (m. Abl.),Präposition,Präp. m. Abl.,unter (wo?),1,,,,,Campus C,24,,,,,,,Top500
sub (m. Abl.),sub (m. Abl.),sub (m. Abl.),Präposition,,unter (wo?),1,,,,,Campus C,24,,,,,,,Top500
sub (m. Akk.),sub (m. Akk.),sub (m. Akk.),Präposition,,unter (wohin?),1,,,,,Campus C,24,,,,,,,
subire,"subīre, subeō, subiī","subire, subeo, subii",,,auf sich nehmen; herangehen,2,,,,,Campus C,44,,,,,,,
subito,subitō,subito,Adverb,Adv.,plötzlich,1,,,,,Campus C,5,,,,,,,
summus,"summus, a, um","summus, a, um",Adjektiv,,"der höchste, der oberste",2,,,,,Campus C,15,,,,,,,Top500
summus mons,summus mōns,summus mons,,,"der Berggipfel, die höchste Stelle des Berges",2,,,,,Campus C,58,,,,,,,
sunt,sunt,sunt,,,sie sind,1,,,,,Campus C,2,,,,,,,
superae,"superāe, superō, superāvī, superātum","superae, supero, superavi, superatum",,,"besiegen, überwinden, übertreffen",3,,,,,Campus C,9,,,,,,,Top500
superare,"superāre, superō, superāvī, superātum","superare, supero, superavi, superatum",Verb,,"besiegen, überwinden, übertreffen",3,,,,,Campus C,9,,,,,,,Top500
superbia,"superbia, superbiae","superbia, superbiae",Nomen,f,"der Stolz, der Hochmut",2,,,,,Campus C,9,,,,,,,
superbus,"superbus, a, um","superbus, a, um",Adjektiv,,"stolz, überheblich",2,,,,,Campus C,36,,,,,,,
superesse,"superesse, supersum, superfuī","superesse, supersum, superfui",,,überleben; übrig sein,2,,,,,Campus C,44,,,,,,,
superi,"superī, superōrum","superi, superorum",Nomen,m Plural,die Götter,1,,,,,Campus C,56,,,,,,,Top500
supplicium,"supplicium, suppliciī","supplicium, supplicii",Nomen,n,"die Strafe, die Hinrichtung; das flehentliche Bitten",3,,,,,Campus C,65,,,,,,,Top500
surgere,"surgere, surgō, surrēxī, surrectum","surgere, surgo, surrexi, surrectum",Verb,,"aufrichten; sich erheben, aufstehen",3,,,,,Campus C,23;31,,,,,,,
sustinere,"sustinēre, sustineō, sustinuī","sustinere, sustineo, sustinui",Verb,,"ertragen, standhalten",2,,,,,Campus C,61,,,,,,,
suus,"suus, a, um","suus, a, um",Adjektiv,,"sein, ihr",2,,,,,Campus C,30,,,,,,,Top500
Syria,"Syria, Syriae","Syria, Syriae",Nomen,f,Syrien,1,Seit 64 v. Chr. röm. Provinz mit der Hauptstadt Antiocheia (heute Antakya),,,,Campus C,9,,,,,,,
taberna,"taberna, tabernae","taberna, tabernae",Nomen,f,"der Laden, das Wirtshaus",2,,,,,Campus C,62,,,,,,,
tabula,"tabula, tabulae","tabula, tabulae",Nomen,f,"die (Schreib-)Tafel, das Gemälde",2,,,,,Campus C,4,,,,,,,
tacere,"tacēre, taceō, tacuī, tacitum","tacere, taceo, tacui, tacitum",Verb,,"schweigen, verschweigen",2,,,,,Campus C,2,,,,,,,
talis,"tālis, tālis, tāle","talis, talis, tale",,,"derartig, ein solcher, so (beschaffen)",3,,,,,Campus C,52,,,,,,,Top500
tam,tam,tam,Adverb,,so,1,,,,,Campus C,20,,,,,,,Top500
tam ... quam,tam ... quam,tam ... quam,,,so ... wie,1,,,,,Campus C,20,,,,,,,Top500
tamen,tamen,tamen,Adverb,,"dennoch, jedoch",2,,,,,Campus C,3,,,,,,,Top500
tamquam,tamquam,tamquam,Adverb,,wie,1,,,,,Campus C,32,,,,,,,
tandem,tandem,tandem,Adverb,Adv.,endlich,1,,,,,Campus C,7,,,,,,,Top500
tangere,"tangere, tangō, tetigī, tāctum","tangere, tango, tetigi, tactum",Verb,,berühren,1,,,,,Campus C,43;54,,,,,,,
Tantalus,"Tantalus, Tantalī","Tantalus, Tantali",Nomen,m,"Tantalus (Sohn des Jupiter, König von Lydien, Vater der Niobe und des Pelops)",3,,,,,Campus C,56,,,,,,,
tantum,tantum,tantum,Adverb,nachgestellt,nur,1,,,,,Campus C,5,,,,,,,Top500
tantus,"tantus, a, um","tantus, a, um",Adjektiv,,"so groß, so viel",2,,,,,Campus C,18,,,,,,,Top500
Tarquinii,"Tarquiniī, Tarquiniorum","Tarquinii, Tarquiniorum",Nomen,,die Tarquinier,1,Etruskisches Königsgeschlecht,,,,Campus C,36,,,,,,,
Tarquinius Superbus,Tarquinius Superbus,Tarquinius Superbus,Nomen,,Tarquinius Superbus,1,Letzter etruskischer König von Rom,,,,Campus C,36,,,,,,,
Tartarus,"Tartarus, Tartarī","Tartarus, Tartari",Nomen,,"der Tartarus, die Unterwelt",2,"der Teil der Unterwelt, in dem Verbrecher und Übeltäter nach dem Tod ihre Strafen verbüßen mussten",,,,Campus C,21,,,,,,,
taurus,"taurus, taurī","taurus, tauri",Nomen,m,der Stier,1,,,,,Campus C,54,,,,,,,
te,tē,te,Pronomen,Akk.,dich,1,,,,,Campus C,13,,,,,,,
tectum,"tēctum, tēctī","tectum, tecti",Nomen,n,das Dach; das Haus,2,,,,,Campus C,25,,,,,,,
tecum,tēcum,tecum,Pronomen,,mit dir,1,,,,,Campus C,13,,,,,,,
tegere,"tegere, tegō, tēxī, tēctum","tegere, tego, texi, tectum",Verb,,"bedecken, schützen, verbergen",3,,,,,Campus C,39,,,,,,,
telum,"tēlum, tēlī","telum, teli",Nomen,n,"die (Angriffs-)Waffe, das Geschoss",2,,,,,Campus C,65,,,,,,,Top500
templum,"templum, templī","templum, templi",Nomen,n,der Tempel,1,,,,,Campus C,11,,,,,,,Top500
temptare,"temptāre, temptō, temptāvī, temptātum","temptare, tempto, temptavi, temptatum",Verb,,"angreifen; prüfen, versuchen",3,,,,,Campus C,26,,,,,,,
tempus,"tempus, temporis","tempus, temporis",Nomen,n,"die (günstige) Zeit, die Umstände",2,,,,,Campus C,49,,,,,,,Top500
tenebrae,"tenebrae, tenebrārum","tenebrae, tenebrarum",Nomen,f Plural,"die Dunkelheit, die Finsternis",2,,,,,Campus C,26,,,,,,,
tenere,"tenēre, teneō, tenuī, tentum","tenere, teneo, tenui, tentum",Verb,,"halten, festhalten, besitzen; beherrschen",4,,,,,Campus C,4,,,,,,,Top500
tergum,"tergum, tergī","tergum, tergi",Nomen,n,der Rücken,1,,,,,Campus C,54,,,,,,,
terra,"terra, terrae","terra, terrae",Nomen,f,"die Erde, das Land",2,,,,,Campus C,21,,,,,,,Top500
terrere,"terrēre, terreō, terruī, territum","terrere, terreo, terrui, territum",Verb,,erschrecken,1,,,,,Campus C,5;47,,,,,,,
tertius,"tertius, a, um","tertius, a, um",Adjektiv,,"der (die, das) dritte",2,,,,,Campus C,27,,,,,,,Top500
Thebae,"Thēbae, Thēbārum","Thebae, Thebarum",Nomen,f Plural,Theben (Stadt in Griechenland),1,,,,,Campus C,59,,,,,,,
thermae,"thermae, thermārum","thermae, thermarum",Nomen,f Plural,"die warmen Bäder, die Thermen",2,,,,,Campus C,19,,,,,,,
tibi,tibi,tibi,Pronomen,Dativ,dir,1,,,,,Campus C,13,,,,,,,
timere,"timēre, timeō, timuī","timere, timeo, timui",Verb,,"fürchten, Angst haben",2,,,,,Campus C,2,,,,,,,Top500
timor,"timor, timōris","timor, timoris",Nomen,m,"die Angst, die Furcht",2,,,,,Campus C,25,,,,,,,
toga,"toga, togae","toga, togae",Nomen,,die Toga,1,,,,,Campus C,7,,,,,,,
torquere,"torquēre, torqueō, torsī, tortum","torquere, torqueo, torsi, tortum",Verb,,drehen; quälen,2,,,,,Campus C,5;27;50,,,,,,,
totus,"tōtus, a, um","totus, a, um",Adjektiv,"Genitiv tōtīus, Dativ tōtī","ganz, gesamt",2,,,,,Campus C,40,,,,,,,Top500
tradere,"trādere, trādō, trādidī, trāditum","tradere, trado, tradidi, traditum",Verb,,"übergeben, überliefern",2,,,,,Campus C,59,,,,,,,Top500
trahere,"trahere, trahō, trāxī, tractum","trahere, traho, traxi, tractum",Verb,,"schleppen, ziehen",2,,,,,Campus C,16;28;54,,,,,,,Top500
trans,trāns (m. Akk.),trans (m. Akk.),Präposition,Präp. m. Akk.,"über (... hinaus), jenseits (von)",2,,,,,Campus C,43,,,,,,,
transire,"trānsīre, trānseō, trānsiī, transitum","transire, transeo, transii, transitum",,,"durchqueren, hinübergehen, überschreiten",3,,,,,Campus C,44,,,,,,,Top500
tres,"trēs, trēs, tria","tres, tres, tria",Adjektiv,,drei,1,,,,,Campus C,33,,,,,,,Top500
tribuere,"tribuere, tribuō, tribuī, tribūtum","tribuere, tribuo, tribui, tributum",Verb,,"schenken, zuteilen",2,,,,,Campus C,50;57,,,,,,,
tribunus,"tribūnus, tribūnī","tribunus, tribuni",Nomen,m,der Tribun,1,"Führender Vertreter eines Stadtbezirks, einer Legion oder der Plebs",,,,Campus C,37,,,,,,,
triginta,trīgintā,triginta,,indekl.,dreißig,1,,,,,Campus C,51,,,,,,,
tristis,"trīstis, trīstis, trīste","tristis, tristis, triste",Adjektiv,,"traurig, unfreundlich",2,,,,,Campus C,33,,,,,,,
Troianus,"Trōiānus, a, um","Troianus, a, um",Adjektiv,,"trojanisch; Subst. der Trojaner, der Einwohner von Troja",3,,,,,Campus C,29,,,,,,,
tu,tū,tu,Pronomen,Nom.,du,1,Betont,,,,Campus C,13,,,,,,,Top500
tum,tum,tum,Adverb,Adv.,"da, dann, darauf, damals",4,,,,,Campus C,4,,,,,,,Top500
tunica,"tunica, tunicae","tunica, tunicae",Nomen,,die Tunika,1,,,,,Campus C,7,,,,,,,
turba,"turba, turbae","turba, turbae",Nomen,f,die (Menschen-)Menge,1,,,,,Campus C,7,,,,,,,
turbare,"turbāre, turbō, turbāvī, turbātum","turbare, turbo, turbavi, turbatum",Verb,,"durcheinanderbringen, stören",2,,,,,Campus C,64,,,,,,,
Turnus,"Turnus, Turnī","Turnus, Turni",Nomen,,Turnus,1,"Anführer der Rutuler, Gegner des Äneas",,,,Campus C,31,,,,,,,
turpis,"turpis, turpis, turpe","turpis, turpis, turpe",Adjektiv,,"unanständig, hässlich, schändlich",3,,,,,Campus C,33,,,,,,,
turris,"turris, turris","turris, turris",Nomen,"f (Akk. Sg. -im, Abl. Sg. -ī, Genitiv Plural -ium)",der Turm,1,,,,,Campus C,51,,,,,,,
tutus,"tūtus, a, um","tutus, a, um",Adjektiv,,sicher,1,,,,,Campus C,35,,,,,,,Top500
tuus,"tuus, a, um","tuus, a, um",Adjektiv,,dein,1,,,,,Campus C,14,,,,,,,Top500
ubi,ubī?,ubi?,Adverb,,wo?,1,,,,,Campus C,8,,,,,,,Top500
ubi (primum),ubi (primum),ubi (primum),Subjunktion,Subj. m. Ind.,sobald,1,,,,,Campus C,61,,,,,,,Top500
ubi primum,ubi primum,ubi primum,Subjunktion,Subj. m. Ind.,sobald,1,,,,,Campus C,61,,,,,,,Top500
ubi?,ubī?,ubi?,,,wo?,1,,,,,Campus C,8,,,,,,,Top500
umbra,"umbra, umbrae","umbra, umbrae",Nomen,f,der Schatten,1,,,,,Campus C,12,,,,,,,
umerus,"umerus, umerī","umerus, umeri",Nomen,m,"der Oberarm, die Schulter",2,,,,,Campus C,62,,,,,,,
umquam,umquam,umquam,Adverb,Adv.,jemals,1,,,,,Campus C,62,,,,,,,
unda,"unda, undae","unda, undae",Nomen,f,"die Welle, das Gewässer",2,,,,,Campus C,55,,,,,,,
unde,unde?,unde?,Adverb,,woher?,1,,,,,Campus C,10,,,,,,,Top500
unde?,unde?,unde?,,,woher?,1,,,,,Campus C,10,,,,,,,Top500
undique,undique,undique,Adverb,Adv.,"von allen Seiten, von überallher",2,,,,,Campus C,48,,,,,,,
